fileNames,bBox,class
combinedAugmented/office0002_class77_0750.png,"[40, 24, 34, 34]",77
combinedAugmented/office0002_class25_0460.png,"[108, 162, 34, 34]",25
combinedAugmented/office0002_class38_0923.png,"[96, 16, 34, 34]",38
combinedAugmented/office0002_class89_0716.png,"[158, 41, 34, 34]",89
combinedAugmented/office0002_class33_0361.png,"[151, 145, 34, 34]",33
combinedAugmented/office0002_class15_0298.png,"[55, 136, 34, 34]",15
combinedAugmented/office0002_class41_0504.png,"[25, 140, 34, 34]",41
combinedAugmented/office0002_class23_0197.png,"[156, 74, 34, 34]",23
combinedAugmented/office0002_class29_0110.png,"[59, 11, 34, 34]",29
combinedAugmented/office0002_class63_0692.png,"[84, 24, 34, 34]",63
combinedAugmented/office0002_class94_0139.png,"[56, 184, 34, 34]",94
combinedAugmented/office0002_class98_0283.png,"[78, 23, 34, 34]",98
combinedAugmented/office0002_class48_0612.png,"[21, 84, 34, 34]",48
combinedAugmented/office0002_class22_0878.png,"[19, 188, 34, 34]",22
combinedAugmented/office0002_class40_0185.png,"[69, 89, 34, 34]",40
combinedAugmented/office0002_class11_0508.png,"[91, 21, 34, 34]",11
combinedAugmented/office0002_class97_0921.png,"[66, 132, 34, 34]",97
combinedAugmented/office0002_class51_0206.png,"[26, 140, 34, 34]",51
combinedAugmented/office0002_class82_0221.png,"[58, 124, 34, 34]",82
combinedAugmented/office0002_class62_0662.png,"[57, 46, 34, 34]",62
combinedAugmented/office0002_class04_0161.png,"[76, 63, 34, 34]",04
combinedAugmented/office0002_class47_0453.png,"[17, 94, 34, 34]",47
combinedAugmented/office0002_class24_0362.png,"[58, 178, 34, 34]",24
combinedAugmented/office0002_class66_0770.png,"[121, 166, 34, 34]",66
combinedAugmented/office0002_class59_0484.png,"[175, 120, 34, 34]",59
combinedAugmented/office0002_class64_0637.png,"[21, 149, 34, 34]",64
combinedAugmented/office0002_class87_0013.png,"[67, 139, 34, 34]",87
combinedAugmented/office0002_class90_0586.png,"[13, 157, 34, 34]",90
combinedAugmented/office0002_class99_0148.png,"[171, 110, 34, 34]",99
combinedAugmented/office0002_class45_0632.png,"[63, 122, 34, 34]",45
combinedAugmented/office0002_class31_0543.png,"[42, 90, 34, 34]",31
combinedAugmented/office0002_class14_0613.png,"[44, 32, 34, 34]",14
combinedAugmented/office0002_class08_0831.png,"[63, 9, 34, 34]",08
combinedAugmented/office0002_class56_0517.png,"[99, 5, 34, 34]",56
combinedAugmented/office0002_class95_0536.png,"[147, 94, 34, 34]",95
combinedAugmented/office0002_class30_0549.png,"[110, 174, 34, 34]",30
combinedAugmented/office0002_class09_0593.png,"[127, 102, 34, 34]",09
combinedAugmented/office0002_class02_0696.png,"[156, 139, 34, 34]",02
combinedAugmented/office0002_class83_0236.png,"[168, 140, 34, 34]",83
combinedAugmented/office0002_class32_0263.png,"[115, 18, 34, 34]",32
combinedAugmented/office0002_class60_0507.png,"[119, 70, 34, 34]",60
combinedAugmented/office0002_class36_0588.png,"[79, 122, 34, 34]",36
combinedAugmented/office0002_class61_0187.png,"[165, 46, 34, 34]",61
combinedAugmented/office0002_class84_0067.png,"[134, 119, 34, 34]",84
combinedAugmented/office0002_class76_0688.png,"[37, 103, 34, 34]",76
combinedAugmented/office0002_class91_0002.png,"[181, 133, 34, 34]",91
combinedAugmented/office0002_class10_0289.png,"[21, 42, 34, 34]",10
combinedAugmented/office0002_class17_0812.png,"[28, 13, 34, 34]",17
combinedAugmented/office0002_class81_0499.png,"[129, 169, 34, 34]",81
combinedAugmented/office0002_class85_0416.png,"[129, 126, 34, 34]",85
combinedAugmented/office0002_class79_0806.png,"[140, 107, 34, 34]",79
combinedAugmented/office0002_class67_0970.png,"[109, 26, 34, 34]",67
combinedAugmented/office0002_class12_0070.png,"[8, 60, 34, 34]",12
combinedAugmented/office0002_class73_0631.png,"[46, 78, 34, 34]",73
combinedAugmented/office0002_class44_0630.png,"[19, 36, 34, 34]",44
combinedAugmented/office0002_class88_0173.png,"[50, 68, 34, 34]",88
combinedAugmented/office0002_class53_0940.png,"[36, 158, 34, 34]",53
combinedAugmented/office0002_class96_0000.png,"[53, 180, 34, 34]",96
combinedAugmented/office0002_class05_0550.png,"[155, 176, 34, 34]",05
combinedAugmented/office0002_class54_0291.png,"[52, 183, 34, 34]",54
combinedAugmented/office0002_class27_0551.png,"[87, 99, 34, 34]",27
combinedAugmented/office0002_class68_0331.png,"[188, 25, 34, 34]",68
combinedAugmented/office0002_class21_0465.png,"[179, 64, 34, 34]",21
combinedAugmented/office0002_class28_0556.png,"[165, 163, 34, 34]",28
combinedAugmented/office0002_class93_0911.png,"[92, 71, 34, 34]",93
combinedAugmented/office0002_class34_0076.png,"[51, 25, 34, 34]",34
combinedAugmented/office0002_class58_0891.png,"[121, 28, 34, 34]",58
combinedAugmented/office0002_class74_0513.png,"[63, 89, 34, 34]",74
combinedAugmented/office0002_class50_0769.png,"[9, 38, 34, 34]",50
combinedAugmented/office0002_class18_0706.png,"[163, 10, 34, 34]",18
combinedAugmented/office0002_class70_0834.png,"[159, 168, 34, 34]",70
combinedAugmented/office0002_class13_0174.png,"[71, 22, 34, 34]",13
combinedAugmented/office0002_class43_0865.png,"[188, 117, 34, 34]",43
combinedAugmented/office0002_class78_0568.png,"[81, 96, 34, 34]",78
combinedAugmented/office0002_class01_0667.png,"[85, 90, 34, 34]",01
combinedAugmented/office0002_class42_0959.png,"[122, 108, 34, 34]",42
combinedAugmented/office0003_class20_0640.png,"[103, 84, 34, 34]",20
combinedAugmented/office0003_class07_0744.png,"[65, 169, 34, 34]",07
combinedAugmented/office0003_class00_0325.png,"[145, 31, 34, 34]",00
combinedAugmented/office0003_class52_0475.png,"[186, 67, 34, 34]",52
combinedAugmented/office0003_class16_0305.png,"[104, 187, 34, 34]",16
combinedAugmented/office0003_class57_0905.png,"[135, 122, 34, 34]",57
combinedAugmented/office0003_class49_0241.png,"[158, 23, 34, 34]",49
combinedAugmented/office0003_class80_0385.png,"[90, 128, 34, 34]",80
combinedAugmented/office0003_class71_0779.png,"[167, 146, 34, 34]",71
combinedAugmented/office0003_class39_0933.png,"[54, 56, 34, 34]",39
combinedAugmented/office0003_class92_0221.png,"[21, 120, 34, 34]",92
combinedAugmented/office0003_class19_0868.png,"[50, 180, 34, 34]",19
combinedAugmented/office0003_class75_0317.png,"[46, 111, 34, 34]",75
combinedAugmented/office0003_class26_0857.png,"[34, 54, 34, 34]",26
combinedAugmented/office0003_class46_0657.png,"[46, 150, 34, 34]",46
combinedAugmented/office0003_class06_0641.png,"[147, 158, 34, 34]",06
combinedAugmented/office0003_class72_0109.png,"[113, 83, 34, 34]",72
combinedAugmented/office0003_class35_0403.png,"[182, 117, 34, 34]",35
combinedAugmented/office0003_class65_0114.png,"[84, 134, 34, 34]",65
combinedAugmented/office0003_class37_0775.png,"[129, 161, 34, 34]",37
combinedAugmented/office0003_class03_0715.png,"[78, 62, 34, 34]",03
combinedAugmented/office0003_class55_0533.png,"[90, 15, 34, 34]",55
combinedAugmented/office0003_class86_0839.png,"[127, 140, 34, 34]",86
combinedAugmented/office0003_class69_0091.png,"[160, 181, 34, 34]",69
combinedAugmented/office0003_class77_0652.png,"[56, 179, 34, 34]",77
combinedAugmented/office0003_class25_0666.png,"[5, 23, 34, 34]",25
combinedAugmented/office0003_class38_0088.png,"[68, 10, 34, 34]",38
combinedAugmented/office0003_class89_0516.png,"[77, 76, 34, 34]",89
combinedAugmented/office0003_class33_0540.png,"[63, 155, 34, 34]",33
combinedAugmented/office0003_class15_0772.png,"[113, 82, 34, 34]",15
combinedAugmented/office0003_class41_0791.png,"[90, 165, 34, 34]",41
combinedAugmented/office0003_class23_0143.png,"[129, 48, 34, 34]",23
combinedAugmented/office0003_class29_0269.png,"[105, 104, 34, 34]",29
combinedAugmented/office0003_class63_0264.png,"[36, 16, 34, 34]",63
combinedAugmented/office0003_class94_0054.png,"[129, 178, 34, 34]",94
combinedAugmented/office0003_class98_0974.png,"[91, 158, 34, 34]",98
combinedAugmented/office0003_class48_0033.png,"[53, 144, 34, 34]",48
combinedAugmented/office0003_class22_0046.png,"[11, 146, 34, 34]",22
combinedAugmented/office0003_class40_0857.png,"[130, 113, 34, 34]",40
combinedAugmented/office0003_class11_0294.png,"[129, 137, 34, 34]",11
combinedAugmented/office0003_class97_0692.png,"[43, 142, 34, 34]",97
combinedAugmented/office0003_class51_0123.png,"[70, 36, 34, 34]",51
combinedAugmented/office0003_class82_0249.png,"[38, 121, 34, 34]",82
combinedAugmented/office0003_class62_0226.png,"[142, 162, 34, 34]",62
combinedAugmented/office0003_class04_0840.png,"[85, 138, 34, 34]",04
combinedAugmented/office0003_class47_0884.png,"[27, 76, 34, 34]",47
combinedAugmented/office0003_class24_0730.png,"[115, 71, 34, 34]",24
combinedAugmented/office0003_class66_0265.png,"[177, 29, 34, 34]",66
combinedAugmented/office0003_class59_0667.png,"[121, 123, 34, 34]",59
combinedAugmented/office0003_class64_0105.png,"[33, 8, 34, 34]",64
combinedAugmented/office0003_class87_0199.png,"[140, 138, 34, 34]",87
combinedAugmented/office0003_class90_0850.png,"[181, 140, 34, 34]",90
combinedAugmented/office0003_class99_0938.png,"[144, 152, 34, 34]",99
combinedAugmented/office0003_class45_0130.png,"[25, 36, 34, 34]",45
combinedAugmented/office0003_class31_0048.png,"[66, 102, 34, 34]",31
combinedAugmented/office0003_class14_0337.png,"[135, 186, 34, 34]",14
combinedAugmented/office0003_class08_0301.png,"[69, 135, 34, 34]",08
combinedAugmented/office0003_class56_0661.png,"[107, 85, 34, 34]",56
combinedAugmented/office0003_class95_0964.png,"[73, 121, 34, 34]",95
combinedAugmented/office0003_class30_0799.png,"[59, 53, 34, 34]",30
combinedAugmented/office0003_class09_0917.png,"[46, 189, 34, 34]",09
combinedAugmented/office0003_class02_0459.png,"[59, 21, 34, 34]",02
combinedAugmented/office0003_class83_0172.png,"[38, 187, 34, 34]",83
combinedAugmented/office0003_class32_0567.png,"[142, 97, 34, 34]",32
combinedAugmented/office0003_class60_0198.png,"[17, 116, 34, 34]",60
combinedAugmented/office0003_class36_0425.png,"[51, 26, 34, 34]",36
combinedAugmented/office0003_class61_0721.png,"[103, 135, 34, 34]",61
combinedAugmented/office0003_class84_0883.png,"[59, 169, 34, 34]",84
combinedAugmented/office0003_class76_0343.png,"[114, 34, 34, 34]",76
combinedAugmented/office0003_class91_0469.png,"[30, 184, 34, 34]",91
combinedAugmented/office0003_class10_0597.png,"[2, 32, 34, 34]",10
combinedAugmented/office0003_class17_0082.png,"[148, 15, 34, 34]",17
combinedAugmented/office0003_class81_0560.png,"[50, 175, 34, 34]",81
combinedAugmented/office0003_class85_0386.png,"[80, 83, 34, 34]",85
combinedAugmented/office0003_class79_0599.png,"[147, 30, 34, 34]",79
combinedAugmented/office0003_class67_0770.png,"[50, 39, 34, 34]",67
combinedAugmented/office0003_class12_0528.png,"[97, 44, 34, 34]",12
combinedAugmented/office0003_class73_0985.png,"[19, 95, 34, 34]",73
combinedAugmented/office0003_class44_0867.png,"[96, 108, 34, 34]",44
combinedAugmented/office0003_class88_0446.png,"[46, 81, 34, 34]",88
combinedAugmented/office0003_class53_0064.png,"[25, 106, 34, 34]",53
combinedAugmented/office0003_class96_0669.png,"[24, 51, 34, 34]",96
combinedAugmented/office0003_class05_0072.png,"[145, 7, 34, 34]",05
combinedAugmented/office0003_class54_0914.png,"[102, 25, 34, 34]",54
combinedAugmented/office0003_class27_0045.png,"[35, 23, 34, 34]",27
combinedAugmented/office0003_class68_0265.png,"[27, 160, 34, 34]",68
combinedAugmented/office0003_class21_0439.png,"[156, 102, 34, 34]",21
combinedAugmented/office0003_class28_0091.png,"[151, 162, 34, 34]",28
